,시즌,날짜,시간,구장,팀 선발,T,결과,상대팀,상대선발,T.1,승리투수,패전투수,세이브,관중,성적,연도,월,홈팀
0,정규,03월 28일,14시,잠실,마야,R,W 9:4,NC,찰리,R,마야,임정호,,21746,1-0-0,2015,3,두산
1,정규,03월 29일,14시,잠실,장원준,L,W 4:1,NC,손민한,R,장원준,손민한,윤명준,15814,2-0-0,2015,3,두산
8,정규,04월 07일,18시30분,잠실,유희관,L,L 4:17,넥센,피어밴드,L,피어밴드,유희관,,8038,3-4-0,2015,4,두산
9,정규,04월 08일,18시30분,잠실,진야곱,L,W 9:4,넥센,김대우,RU,진야곱,김대우,,7962,4-4-0,2015,4,두산
10,정규,04월 09일,18시30분,잠실,마야,R,W 1:0,넥센,밴헤켄,L,마야,밴헤켄,,8226,5-4-0,2015,4,두산
17,정규,04월 17일,18시30분,잠실,니퍼트,R,W 12:1,롯데,송승준,R,니퍼트,송승준,,16441,9-6-0,2015,4,두산
18,정규,04월 18일,17시,잠실,장원준,L,W 7:5,롯데,린드블럼,R,김강률,이정민,,26000,10-6-0,2015,4,두산
23,정규,04월 24일,18시30분,잠실,장원준,L,W 7:3,KIA,문경찬,R,장원준,문경찬,,19712,13-7-0,2015,4,두산
24,정규,04월 25일,17시,잠실,진야곱,L,L 4:5,KIA,서재응,R,윤석민,이재우,,26000,13-8-0,2015,4,두산
25,정규,04월 26일,14시,잠실,마야,R,W 4:3,KIA,홍건희,R,함덕주,윤석민,,26000,14-8-0,2015,4,두산
26,정규,04월 28일,18시30분,잠실,유희관,L,W 6:2,kt,정대현,L,유희관,정대현,,8098,15-8-0,2015,4,두산
28,정규,04월 30일,18시30분,잠실,니퍼트,R,W 4:3,kt,옥스프링,R,김강률,이성민,,10925,16-8-0,2015,4,두산
32,정규,05월 05일,14시,잠실,유희관,L,W 10:3,LG,루카스,R,유희관,루카스,,26000,17-10-0,2015,5,두산
33,정규,05월 06일,18시30분,잠실,니퍼트,R,W 5:4,LG,임정우,R,니퍼트,임정우,윤명준,16117,18-10-0,2015,5,두산
34,정규,05월 07일,18시30분,잠실,진야곱,L,L 4:6,LG,소사,R,이동현,윤명준,,16477,18-11-0,2015,5,두산
35,정규,05월 08일,18시30분,잠실,마야,R,L 6:10,한화,배영수,R,송창식,마야,권혁,17368,18-12-0,2015,5,두산
36,정규,05월 09일,17시,잠실,김수완,R,W 4:3,한화,송은범,R,이현호,권혁,,26000,19-12-0,2015,5,두산
37,정규,05월 10일,14시,잠실,유희관,L,W 6:0,한화,탈보트,R,유희관,탈보트,,26000,20-12-0,2015,5,두산
45,정규,05월 20일,18시30분,잠실,마야,R,L 6:25,삼성,피가로,R,피가로,마야,,15645,22-15-0,2015,5,두산
46,정규,05월 21일,18시30분,잠실,니퍼트,R,L 1:6,삼성,장원삼,L,장원삼,니퍼트,,17672,22-16-0,2015,5,두산
47,정규,05월 22일,18시30분,잠실,유희관,L,W 4:3,SK,박종훈,RU,유희관,박종훈,노경은,12645,23-16-0,2015,5,두산
48,정규,05월 23일,17시,잠실,장원준,L,W 9:0,SK,채병용,R,장원준,채병용,,21681,24-16-0,2015,5,두산
49,정규,05월 24일,17시,잠실,진야곱,L,W 7:2,SK,윤희상,R,진야곱,윤희상,,23220,25-16-0,2015,5,두산
56,정규,06월 02일,18시30분,잠실,니퍼트,R,L 1:9,KIA,서재응,R,서재응,니퍼트,,14117,28-20-0,2015,6,두산
57,정규,06월 03일,18시30분,잠실,유희관,L,W 8:1,KIA,유창식,L,유희관,유창식,,13691,29-20-0,2015,6,두산
58,정규,06월 04일,18시30분,잠실,장원준,L,L 0:6,KIA,양현종,L,양현종,장원준,,15063,29-21-0,2015,6,두산
65,정규,06월 12일,18시30분,잠실,마야,R,L 5:8,NC,손민한,R,최금강,오현택,임창민,8042,32-25-0,2015,6,두산
66,정규,06월 13일,17시,잠실,허준혁,L,W 4:2,NC,해커,R,허준혁,해커,노경은,12174,33-25-0,2015,6,두산
67,정규,06월 14일,17시,잠실,유희관,L,W 6:2,NC,이재학,RU,d,이재학,,10155,34-25-0,2015,6,두산
71,정규,06월 19일,18시30분,잠실,허준혁,L,L 3:4,롯데,레일리,L,레일리,노경은,이성민,13263,36-27-0,2015,6,두산
73,정규,06월 21일,17시,잠실,유희관,L,W 10:0,롯데,린드블럼,R,유희관,린드블럼,,20125,37-27-0,2015,6,두산
74,정규,06월 23일,18시30분,잠실,장원준,L,W 10:1,SK,켈리,R,장원준,켈리,,7741,38-27-0,2015,6,두산
75,정규,06월 24일,18시30분,잠실,스와잭,R,L 5:7,SK,박종훈,RU,박종훈,스와잭,정우람,8414,38-28-0,2015,6,두산
76,정규,06월 25일,18시30분,잠실,진야곱,L,L 7:8,SK,밴와트,R,밴와트,진야곱,정우람,7260,38-29-0,2015,6,두산
81,정규,07월 01일,18시30분,잠실,스와잭,R,W 8:4,LG,우규민,RU,스와잭,우규민,,14128,41-30-0,2015,7,두산
82,정규,07월 02일,18시30분,잠실,진야곱,L,L 2:7,LG,루카스,R,루카스,노경은,,15169,41-31-0,2015,7,두산
83,정규,07월 03일,18시30분,잠실,유희관,L,W 8:7,넥센,밴헤켄,L,이현승,김정훈,,12031,42-31-0,2015,7,두산
84,정규,07월 04일,18시,잠실,장원준,L,L 5:9,넥센,한현희,RU,한현희,장원준,손승락,20163,42-32-0,2015,7,두산
85,정규,07월 05일,18시,잠실,허준혁,L,L 5:6,넥센,김택형,L,조상우,이현승,손승락,13568,42-33-0,2015,7,두산
92,정규,07월 14일,18시30분,잠실,스와잭,R,L 1:8,kt,저마노,R,저마노,스와잭,,8178,45-34-0,2015,7,두산
93,정규,07월 15일,18시30분,잠실,유희관,L,W 11:0,kt,정대현,L,유희관,정대현,,8822,46-34-0,2015,7,두산
94,정규,07월 16일,18시30분,잠실,장원준,L,W 3:0,kt,옥스프링,R,장원준,옥스프링,이현승,10129,47-34-0,2015,7,두산
101,정규,07월 28일,18시30분,잠실,장원준,L,L 2:10,한화,송은범,R,송은범,장원준,,19181,50-38-0,2015,7,두산
102,정규,07월 29일,18시30분,잠실,유희관,L,W 8:2,한화,배영수,R,유희관,배영수,,16122,51-38-0,2015,7,두산
103,정규,07월 30일,18시30분,잠실,허준혁,L,L 2:5,한화,김민우,R,윤규진,윤명준,권혁,19581,51-39-0,2015,7,두산
104,정규,07월 31일,18시30분,잠실,진야곱,L,L 4:11,삼성,장원삼,L,장원삼,진야곱,,17821,51-40-0,2015,7,두산
105,정규,08월 01일,18시,잠실,스와잭,R,L 3:7,삼성,윤성환,R,윤성환,함덕주,임창용,23337,51-41-0,2015,8,두산
106,정규,08월 02일,18시,잠실,장원준,L,W 3:1,삼성,피가로,R,장원준,피가로,이현승,18290,52-41-0,2015,8,두산
109,정규,08월 06일,18시30분,잠실,허준혁,L,W 15:5,넥센,김택형,L,윤명준,김택형,,10230,54-42-0,2015,8,두산
110,정규,08월 07일,18시30분,잠실,스와잭,R,W 14:10,넥센,피어밴드,L,함덕주,피어밴드,,10198,55-42-0,2015,8,두산
111,정규,08월 08일,18시,잠실,장원준,L,L 3:4,LG,루카스,R,임정우,진야곱,봉중근,19187,55-43-0,2015,8,두산
112,정규,08월 09일,18시,잠실,유희관,L,W 9:1,LG,류제국,R,유희관,류제국,,17148,56-43-0,2015,8,두산
115,정규,08월 13일,18시30분,잠실,스와잭,R,W 7:1,NC,스튜어트,R,스와잭,스튜어트,,10101,57-44-0,2015,8,두산
116,정규,08월 14일,18시30분,잠실,장원준,L,L 2:3,NC,해커,R,해커,장원준,임창민,16832,57-45-0,2015,8,두산
120,정규,08월 18일,18시30분,잠실,니퍼트,R,L 2:12,삼성,클로이드,R,클로이드,진야곱,,14300,59-46-0,2015,8,두산
121,정규,08월 19일,18시30분,잠실,스와잭,R,L 4:6,삼성,장원삼,L,심창민,오현택,임창용,13550,59-47-0,2015,8,두산
127,정규,08월 26일,18시30분,잠실,스와잭,R,W 5:3,롯데,박세웅,R,스와잭,박세웅,이현승,12600,62-49-0,2015,8,두산
130,정규,08월 29일,18시,잠실,유희관,L,W 6:1,한화,송은범,R,유희관,송은범,,26000,64-50-0,2015,8,두산
131,정규,08월 30일,18시,잠실,이현호,L,W 5:4,한화,탈보트,R,이현승,김범수,,22141,65-50-0,2015,8,두산
132,정규,09월 01일,18시30분,잠실,스와잭,R,W 6:5,SK,박종훈,RU,진야곱,전유수,이현승,7780,66-50-0,2015,9,두산
133,정규,09월 02일,18시30분,잠실,장원준,L,W 6:3,SK,켈리,R,장원준,박정배,이현승,6777,67-50-0,2015,9,두산
140,정규,09월 10일,18시30분,잠실,유희관,L,L 3:5,KIA,임준혁,R,심동섭,함덕주,윤석민,19424,68-56-0,2015,9,두산
142,정규,09월 12일,17시,잠실,스와잭,R,L 1:11,kt,엄상백,RU,엄상백,스와잭,,15826,68-57-0,2015,9,두산
143,정규,09월 13일,14시,잠실,장원준,L,W 4:3,kt,저마노,R,니퍼트,홍성용,이현승,14579,69-57-0,2015,9,두산
144,정규,09월 15일,18시30분,잠실,허준혁,L,L 2:8,롯데,레일리,L,레일리,허준혁,,12311,69-58-0,2015,9,두산
145,정규,09월 16일,18시30분,잠실,유희관,L,L 7:9,롯데,이명우,L,심수창,진야곱,,12173,69-59-0,2015,9,두산
146,정규,09월 17일,18시30분,잠실,이현호,L,W 13:0,롯데,송승준,R,이현호,송승준,,13335,70-59-0,2015,9,두산
154,정규,09월 25일,18시30분,잠실,장원준,L,L 4:10,kt,엄상백,RU,심재민,장원준,,11367,74-62-0,2015,9,두산
155,정규,09월 26일,14시,잠실,니퍼트,R,W 14:3,삼성,윤성환,R,니퍼트,윤성환,,18043,75-62-0,2015,9,두산
156,정규,09월 27일,14시,잠실,유희관,L,L 3:10,LG,루카스,R,루카스,유희관,,15730,75-63-0,2015,9,두산
158,정규,09월 30일,18시30분,잠실,스와잭,R,L 5:17,NC,손민한,R,손민한,스와잭,,14397,76-64-0,2015,9,두산
162,정규,10월 04일,14시,잠실,이현호,L,W 9:0,KIA,홍건희,R,이현호,홍건희,,26000,79-65-0,2015,10,두산
180,정규,04월 05일,18시30분,잠실,장원준,,W 6:2,NC,이태양,,장원준,이태양,,13272,2-1-0,2016,4,두산
181,정규,04월 06일,18시30분,잠실,보우덴,,W 2:0,NC,이민호,,보우덴,이민호,이현승,10144,3-1-0,2016,4,두산
182,정규,04월 07일,18시30분,잠실,노경은,,L 2:8,NC,해커,,해커,노경은,,10260,3-2-0,2016,4,두산
183,정규,04월 08일,18시30분,잠실,니퍼트,,W 6:4,넥센,코엘로,,니퍼트,코엘로,이현승,10747,4-2-0,2016,4,두산
184,정규,04월 09일,17시,잠실,유희관,,D 9:9,넥센,박주현,,,,,16580,2004-02-01,2016,4,두산
185,정규,04월 10일,14시,잠실,장원준,,L 4:5,넥센,양훈,,마정길,정재훈,김세현,14663,2004-03-01,2016,4,두산
189,정규,04월 15일,18시30분,잠실,유희관,,W 7:2,삼성,벨레스터,,유희관,벨레스터,,14364,2008-03-01,2016,4,두산
191,정규,04월 17일,14시,잠실,보우덴,,W 6:2,삼성,장원삼,,보우덴,장원삼,,18822,2009-03-01,2016,4,두산
195,정규,04월 22일,18시30분,잠실,유희관,,W 8:2,한화,송은범,,유희관,송은범,,17715,2012-04-01,2016,4,두산
196,정규,04월 23일,17시,잠실,보우덴,,W 3:2,한화,이태양,,보우덴,이태양,이현승,23982,2013-04-01,2016,4,두산
197,정규,04월 24일,17시,잠실,장원준,,W 5:1,한화,심수창,,장원준,심수창,,21068,2014-04-01,2016,4,두산
198,정규,04월 26일,18시30분,잠실,니퍼트,,W 4:3,SK,켈리,,니퍼트,켈리,이현승,11101,2015-04-01,2016,4,두산
199,정규,04월 27일,18시30분,잠실,허준혁,,L 1:3,SK,박종훈,,박종훈,허준혁,박정배,10389,2015-05-01,2016,4,두산
200,정규,04월 28일,18시30분,잠실,유희관,,W 4:1,SK,문승원,,이현승,박정배,,11000,2016-05-01,2016,4,두산
207,정규,05월 06일,18시30분,잠실,장원준,,L 0:7,롯데,린드블럼,,린드블럼,장원준,,24167,2019-08-01,2016,5,두산
208,정규,05월 07일,17시,잠실,니퍼트,,L 0:5,롯데,레일리,,레일리,니퍼트,,26000,2019-09-01,2016,5,두산
209,정규,05월 08일,14시,잠실,허준혁,,L 11:17,롯데,박세웅,,이정민,진야곱,,21365,2019-10-01,2016,5,두산
216,정규,05월 17일,18시30분,잠실,보우덴,,W 4:3,KIA,지크,,보우덴,지크,이현승,20515,2025-11-01,2016,5,두산
217,정규,05월 18일,18시30분,잠실,장원준,,W 15:5,KIA,정용운,,장원준,정용운,,20182,2026-11-01,2016,5,두산
218,정규,05월 19일,18시30분,잠실,진야곱,,W 8:3,KIA,양현종,,홍영현,양현종,,21260,2027-11-01,2016,5,두산
222,정규,05월 24일,18시30분,잠실,보우덴,,W 8:5,kt,정대현,,윤명준,고영표,이현승,9063,1930-12-01,2016,5,두산
223,정규,05월 25일,18시30분,잠실,장원준,,W 13:10,kt,마리몬,,장원준,마리몬,이현승,10023,1931-12-01,2016,5,두산
224,정규,05월 26일,18시30분,잠실,허준혁,,W 6:3,kt,정성곤,,허준혁,정성곤,이현승,9508,1932-12-01,2016,5,두산
225,정규,05월 27일,18시30분,잠실,유희관,,W 5:1,LG,류제국,,유희관,류제국,,22158,1933-12-01,2016,5,두산
226,정규,05월 28일,17시,잠실,니퍼트,,W 3:2,LG,소사,,니퍼트,소사,이현승,26000,1934-12-01,2016,5,두산
227,정규,05월 29일,14시,잠실,보우덴,,L 8:16,LG,이영재,,최동환,보우덴,,23069,34-13-1,2016,5,두산
231,정규,06월 03일,18시30분,잠실,고원준,,W 4:1,SK,윤희상,,고원준,윤희상,이현승,13197,36-15-1,2016,6,두산
232,정규,06월 04일,17시,잠실,보우덴,,W 7:6,SK,세든,,보우덴,세든,정재훈,20146,37-15-1,2016,6,두산
233,정규,06월 05일,17시,잠실,안규영,,W 7:0,SK,김광현,,안규영,김광현,진야곱,21295,38-15-1,2016,6,두산
237,정규,06월 10일,18시30분,잠실,보우덴,,W 5:3,롯데,이명우,,보우덴,홍성민,이현승,20194,41-16-1,2016,6,두산
238,정규,06월 11일,17시,잠실,허준혁,,L 8:10,롯데,린드블럼,,손승락,이현승,,22167,41-17-1,2016,6,두산
239,정규,06월 12일,17시,잠실,장원준,,W 5:4,롯데,레일리,,윤명준,손승락,,19376,42-17-1,2016,6,두산
246,정규,06월 21일,18시30분,잠실,니퍼트,,W 12:1,kt,장시환,,니퍼트,장시환,,10053,48-18-1,2016,6,두산
248,정규,06월 23일,18시30분,잠실,보우덴,,L 4:9,kt,주권,,주권,보우덴,김재윤,10457,48-19-1,2016,6,두산
252,정규,06월 28일,18시30분,잠실,니퍼트,,W 12:3,NC,이민호,,니퍼트,이민호,,14053,50-21-1,2016,6,두산
253,정규,06월 29일,18시30분,잠실,장원준,,L 4:10,NC,스튜어트,,스튜어트,장원준,,13525,50-22-1,2016,6,두산
254,정규,06월 30일,18시30분,잠실,보우덴,,W 4:0,NC,임서준,,보우덴,임서준,,13682,51-22-1,2016,6,두산
259,정규,07월 06일,18시30분,잠실,니퍼트,,L 5:6,넥센,피어밴드,,김상수,정재훈,김세현,8235,52-23-1,2016,7,두산
260,정규,07월 07일,18시30분,잠실,유희관,,W 4:1,넥센,박주현,,유희관,박주현,이현승,8782,53-23-1,2016,7,두산
261,정규,07월 08일,18시30분,잠실,보우덴,,L 6:12,KIA,지크,,지크,보우덴,,19095,53-24-1,2016,7,두산
262,정규,07월 09일,18시,잠실,장원준,,W 7:6,KIA,임기준,,진야곱,임창용,,26000,54-24-1,2016,7,두산
263,정규,07월 10일,18시,잠실,허준혁,,L 3:13,KIA,홍건희,,홍건희,허준혁,,20316,54-25-1,2016,7,두산
267,정규,07월 19일,18시30분,잠실,장원준,,W 3:1,삼성,윤성환,,장원준,윤성환,이현승,12573,56-27-1,2016,7,두산
268,정규,07월 20일,18시30분,잠실,보우덴,,L 4:5,삼성,차우찬,,차우찬,보우덴,심창민,11033,56-28-1,2016,7,두산
269,정규,07월 21일,18시30분,잠실,유희관,,L 3:6,삼성,김기태,,김기태,유희관,심창민,14125,56-29-1,2016,7,두산
276,정규,07월 29일,18시30분,잠실,안규영,,L 8:9,한화,카스티요,,권혁,김성배,,19531,59-33-1,2016,7,두산
277,정규,07월 30일,18시,잠실,장원준,,L 9:10,한화,심수창,,심수창,장원준,정우람,26000,59-34-1,2016,7,두산
278,정규,07월 31일,18시,잠실,보우덴,,W 10:4,한화,서캠프,,보우덴,서캠프,,22415,60-34-1,2016,7,두산
279,정규,08월 02일,18시30분,잠실,유희관,,W 12:1,LG,허프,,유희관,허프,,18141,61-34-1,2016,8,두산
280,정규,08월 03일,18시30분,잠실,진야곱,,L 5:7,LG,류제국,,류제국,김강률,임정우,15131,61-35-1,2016,8,두산
281,정규,08월 04일,18시30분,잠실,안규영,,L 5:6,LG,임찬규,,윤지웅,이현호,,13660,61-36-1,2016,8,두산
285,정규,08월 09일,18시30분,잠실,니퍼트,,W 11:4,KIA,임기준,,니퍼트,임기준,,16263,63-38-1,2016,8,두산
286,정규,08월 10일,18시30분,잠실,안규영,,L 4:12,KIA,홍건희,,홍건희,안규영,,15254,63-39-1,2016,8,두산
289,정규,08월 13일,18시,잠실,유희관,,W 8:0,넥센,최원태,,유희관,최원태,,14076,66-39-1,2016,8,두산
290,정규,08월 14일,18시,잠실,니퍼트,,W 6:1,넥센,신재영,,니퍼트,신재영,,14213,67-39-1,2016,8,두산
295,정규,08월 20일,18시,잠실,니퍼트,,W 13:3,NC,스튜어트,,니퍼트,스튜어트,,17541,72-39-1,2016,8,두산
296,정규,08월 21일,18시,잠실,허준혁,,L 4:9,NC,최금강,,최금강,허준혁,,11597,72-40-1,2016,8,두산
297,정규,08월 23일,18시30분,잠실,장원준,,L 5:6,LG,소사,,임정우,이현승,,12280,72-41-1,2016,8,두산
298,정규,08월 24일,18시30분,잠실,보우덴,,W 18:6,LG,이준형,,보우덴,이준형,,11694,73-41-1,2016,8,두산
300,정규,08월 26일,18시30분,잠실,니퍼트,,W 11:4,롯데,박세웅,,니퍼트,박세웅,,13432,74-41-1,2016,8,두산
303,정규,08월 30일,18시30분,잠실,유희관,,W 11:4,한화,이태양,,유희관,이태양,,14136,76-42-1,2016,8,두산
305,정규,09월 01일,18시30분,잠실,니퍼트,,W 1:0,kt,밴와트,,니퍼트,밴와트,,6205,77-42-1,2016,9,두산
306,정규,09월 02일,18시30분,잠실,보우덴,,W 6:5,kt,로위,,고봉재,장시환,,10151,78-42-1,2016,9,두산
307,정규,09월 03일,17시,잠실,장원준,,L 3:5,삼성,윤성환,,백정현,이현승,장필준,22406,78-43-1,2016,9,두산
308,정규,09월 04일,14시,잠실,유희관,,W 7:5,삼성,최충연,,유희관,백정현,홍상삼,19009,79-43-1,2016,9,두산
315,정규,09월 13일,18시30분,잠실,니퍼트,,W 5:2,SK,라라,,니퍼트,라라,이현승,16327,83-46-1,2016,9,두산
316,정규,09월 14일,14시,잠실,보우덴,,W 6:0,SK,박종훈,,보우덴,박종훈,,16302,84-46-1,2016,9,두산
321,정규,09월 20일,18시30분,잠실,보우덴,,W 6:4,삼성,정인욱,,보우덴,정인욱,,12197,89-46-1,2016,9,두산
322,정규,09월 22일,18시30분,잠실,장원준,,W 9:2,kt,주권,,장원준,주권,윤명준,19170,90-46-1,2016,9,두산
326,정규,09월 29일,18시30분,잠실,허준혁,,L 1:9,넥센,밴헤켄,,밴헤켄,허준혁,,14797,91-49-1,2016,9,두산
327,정규,10월 03일,14시,잠실,안규영,,L 5:13,한화,카스티요,,카스티요,안규영,,22103,91-50-1,2016,10,두산
328,정규,10월 04일,18시30분,잠실,이현호,,W 6:5,롯데,박시영,,이용찬,손승락,,15268,92-50-1,2016,10,두산
334,정규,03월 31일,19시,잠실,니퍼트,R,W 3:0,한화,비야누에바,R,니퍼트,비야누에바,김성배,21121,1-0-0,2017,3,두산
335,정규,04월 01일,14시,잠실,유희관,L,L 5:6,한화,오간도,R,윤규진,이현승,,20636,1-1-0,2017,4,두산
336,정규,04월 02일,14시,잠실,고원준,R,W 5:4,한화,송은범,R,김성배,안영명,,22457,2-1-0,2017,4,두산
340,정규,04월 07일,18시30분,잠실,니퍼트,R,L 3:7,넥센,밴헤켄,L,밴헤켄,니퍼트,,10027,3-3-0,2017,4,두산
341,정규,04월 08일,17시,잠실,유희관,L,L 10:13,넥센,오설리반,R,한현희,이용찬,김세현,15278,3-4-0,2017,4,두산
342,정규,04월 09일,14시,잠실,고원준,R,L 2:13,넥센,최원태,R,최원태,고원준,,13177,3-5-0,2017,4,두산
343,정규,04월 11일,18시30분,잠실,장원준,L,W 16:4,KIA,홍건희,R,장원준,홍건희,,14895,4-5-0,2017,4,두산
344,정규,04월 12일,18시30분,잠실,함덕주,L,L 4:8,KIA,임기영,RU,임기영,김승회,,13649,4-6-0,2017,4,두산
345,정규,04월 13일,18시30분,잠실,니퍼트,R,L 3:4,KIA,헥터,R,헥터,니퍼트,김윤동,16213,4-7-0,2017,4,두산
349,정규,04월 18일,18시30분,잠실,함덕주,L,D 3:3,삼성,페트릭,R,,,,6391,2006-08-01,2017,4,두산
350,정규,04월 19일,18시30분,잠실,니퍼트,R,W 2:1,삼성,우규민,RU,이용찬,권오준,,8062,2007-08-01,2017,4,두산
351,정규,04월 20일,18시30분,잠실,유희관,L,W 4:2,삼성,윤성환,R,유희관,장필준,이용찬,8509,2008-08-01,2017,4,두산
358,정규,04월 28일,18시30분,잠실,니퍼트,R,W 2:0,롯데,박세웅,R,니퍼트,박세웅,이현승,22131,2011-12-01,2017,4,두산
359,정규,04월 29일,17시,잠실,장원준,L,W 5:3,롯데,레일리,L,이현호,장시환,이현승,25000,2012-12-01,2017,4,두산
360,정규,04월 30일,14시,잠실,함덕주,L,L 0:6,롯데,김원중,R,김원중,함덕주,,25000,12-13-1,2017,4,두산
364,정규,05월 05일,14시,잠실,장원준,L,L 1:3,LG,소사,R,소사,장원준,신정락,25000,14-15-1,2017,5,두산
365,정규,05월 06일,17시,잠실,함덕주,L,L 5:7,LG,김대현,R,김대현,함덕주,최동환,21920,14-16-1,2017,5,두산
366,정규,05월 07일,14시,잠실,유희관,L,L 4:10,LG,류제국,R,류제국,유희관,,21273,14-17-1,2017,5,두산
368,정규,05월 10일,18시30분,잠실,니퍼트,R,W 6:0,SK,문승원,R,니퍼트,문승원,,7516,15-17-1,2017,5,두산
369,정규,05월 11일,18시30분,잠실,장원준,L,W 7:0,SK,박종훈,RU,장원준,박종훈,,8531,16-17-1,2017,5,두산
373,정규,05월 16일,18시30분,잠실,니퍼트,R,L 1:2,NC,구창모,L,원종현,니퍼트,임창민,9078,18-18-1,2017,5,두산
374,정규,05월 17일,18시30분,잠실,장원준,L,L 1:2,NC,해커,R,해커,김강률,임창민,9290,18-19-1,2017,5,두산
375,정규,05월 18일,18시30분,잠실,함덕주,L,W 7:4,NC,이민호,R,김승회,이민호,이용찬,10104,19-19-1,2017,5,두산
382,정규,05월 26일,18시30분,잠실,유희관,L,L 3:5,kt,고영표,RU,이상화,이용찬,김재윤,12763,24-20-1,2017,5,두산
383,정규,05월 27일,17시,잠실,니퍼트,R,W 10:4,kt,홍성용,L,니퍼트,홍성용,,20177,25-20-1,2017,5,두산
384,정규,05월 28일,14시,잠실,이현호,L,W 9:5,kt,주권,R,이영하,정성곤,,15159,26-20-1,2017,5,두산
391,정규,06월 06일,14시,잠실,장원준,L,L 10:12,삼성,레나도,R,장필준,이용찬,,21253,29-24-1,2017,6,두산
392,정규,06월 07일,18시30분,잠실,유희관,L,W 9:7,삼성,우규민,RU,유희관,최충연,이용찬,9149,30-24-1,2017,6,두산
